id name jersey teamName
26284 Player26284 14 Team566
26285 Player26285 27 Team506
26286 Player26286 13 Team907
26287 Player26287 36 Team453
26288 Player26288 76 Team532
26289 Player26289 68 Team882
26290 Player26290 44 Team776
26291 Player26291 92 Team393
26292 Player26292 62 Team958
26293 Player26293 84 Team111
26294 Player26294 48 Team735
26295 Player26295 98 Team767
26296 Player26296 7 Team841
26297 Player26297 87 Team22
26298 Player26298 78 Team457
26299 Player26299 30 Team982
26300 Player26300 59 Team752
26301 Player26301 70 Team262
26302 Player26302 72 Team602
26303 Player26303 47 Team727
26304 Player26304 30 Team259
26305 Player26305 92 Team330
26306 Player26306 58 Team595
26307 Player26307 85 Team152
26308 Player26308 41 Team372
26309 Player26309 58 Team882
26310 Player26310 38 Team729
26311 Player26311 17 Team891
26312 Player26312 49 Team537
26313 Player26313 80 Team578
26314 Player26314 62 Team756
26315 Player26315 12 Team428
26316 Player26316 67 Team973
26317 Player26317 30 Team257
26318 Player26318 85 Team185
26319 Player26319 84 Team406
26320 Player26320 64 Team87
26321 Player26321 78 Team603
26322 Player26322 20 Team136
26323 Player26323 23 Team94
26324 Player26324 60 Team537
26325 Player26325 17 Team512
26326 Player26326 68 Team991
26327 Player26327 11 Team118
26328 Player26328 2 Team2
26329 Player26329 77 Team787
26330 Player26330 50 Team277
26331 Player26331 33 Team748
26332 Player26332 36 Team740
26333 Player26333 30 Team324
26334 Player26334 6 Team671
26335 Player26335 72 Team888
26336 Player26336 56 Team855
26337 Player26337 72 Team70
26338 Player26338 98 Team311
26339 Player26339 92 Team866
26340 Player26340 52 Team205
26341 Player26341 6 Team633
26342 Player26342 4 Team128
26343 Player26343 5 Team538
26344 Player26344 29 Team91
26345 Player26345 97 Team665
26346 Player26346 74 Team443
26347 Player26347 28 Team198
26348 Player26348 35 Team974
26349 Player26349 38 Team893
26350 Player26350 7 Team261
26351 Player26351 35 Team255
26352 Player26352 58 Team436
26353 Player26353 68 Team233
26354 Player26354 87 Team127
26355 Player26355 77 Team332
26356 Player26356 22 Team463
26357 Player26357 18 Team245
26358 Player26358 28 Team540
26359 Player26359 20 Team453
26360 Player26360 64 Team837
26361 Player26361 11 Team132
26362 Player26362 87 Team775
26363 Player26363 30 Team249
26364 Player26364 3 Team235
26365 Player26365 70 Team998
26366 Player26366 86 Team19
26367 Player26367 88 Team570
26368 Player26368 87 Team949
26369 Player26369 7 Team662
26370 Player26370 1 Team544
26371 Player26371 60 Team36
26372 Player26372 48 Team111
26373 Player26373 93 Team876
26374 Player26374 49 Team349
26375 Player26375 73 Team921
26376 Player26376 18 Team608
26377 Player26377 28 Team940
26378 Player26378 66 Team512
26379 Player26379 67 Team823
26380 Player26380 53 Team258
26381 Player26381 91 Team965
26382 Player26382 63 Team960
26383 Player26383 50 Team576
26384 Player26384 39 Team83
26385 Player26385 75 Team987
26386 Player26386 74 Team852
26387 Player26387 17 Team42
26388 Player26388 76 Team55
26389 Player26389 18 Team190
26390 Player26390 96 Team769
26391 Player26391 77 Team909
26392 Player26392 66 Team483
26393 Player26393 12 Team137
26394 Player26394 7 Team919
26395 Player26395 67 Team824
26396 Player26396 71 Team651
26397 Player26397 10 Team260
26398 Player26398 76 Team660
26399 Player26399 33 Team3
26400 Player26400 77 Team5
26401 Player26401 8 Team746
26402 Player26402 68 Team592
26403 Player26403 22 Team326
26404 Player26404 29 Team372
26405 Player26405 26 Team915
26406 Player26406 22 Team968
26407 Player26407 48 Team905
26408 Player26408 60 Team647
26409 Player26409 70 Team907
26410 Player26410 29 Team820
26411 Player26411 52 Team834
26412 Player26412 13 Team199
26413 Player26413 83 Team641
26414 Player26414 88 Team953
26415 Player26415 46 Team794
26416 Player26416 40 Team452
26417 Player26417 85 Team466
26418 Player26418 60 Team567
26419 Player26419 46 Team848
26420 Player26420 97 Team17
26421 Player26421 97 Team611
26422 Player26422 98 Team211
26423 Player26423 88 Team773
26424 Player26424 23 Team691
26425 Player26425 57 Team962
26426 Player26426 73 Team526
26427 Player26427 41 Team422
26428 Player26428 6 Team790
26429 Player26429 17 Team470
26430 Player26430 83 Team460
26431 Player26431 97 Team573
26432 Player26432 34 Team104
26433 Player26433 36 Team578
26434 Player26434 54 Team367
26435 Player26435 59 Team16
26436 Player26436 46 Team348
26437 Player26437 60 Team207
26438 Player26438 21 Team714
26439 Player26439 6 Team433
26440 Player26440 50 Team848
26441 Player26441 72 Team151
26442 Player26442 5 Team910
26443 Player26443 51 Team604
26444 Player26444 49 Team255
26445 Player26445 58 Team938
26446 Player26446 68 Team64
26447 Player26447 89 Team948
26448 Player26448 41 Team280
26449 Player26449 37 Team348
26450 Player26450 73 Team608
26451 Player26451 26 Team222
26452 Player26452 10 Team133
26453 Player26453 87 Team389
26454 Player26454 6 Team788
26455 Player26455 3 Team949
26456 Player26456 7 Team293
26457 Player26457 66 Team152
26458 Player26458 5 Team563
26459 Player26459 96 Team612
26460 Player26460 18 Team67
26461 Player26461 8 Team837
26462 Player26462 70 Team667
26463 Player26463 22 Team511
26464 Player26464 14 Team709
26465 Player26465 6 Team103
26466 Player26466 64 Team931
26467 Player26467 9 Team539
26468 Player26468 98 Team549
26469 Player26469 99 Team286
26470 Player26470 93 Team929
26471 Player26471 76 Team369
26472 Player26472 33 Team307
26473 Player26473 35 Team711
26474 Player26474 82 Team406
26475 Player26475 86 Team895
26476 Player26476 52 Team801
26477 Player26477 7 Team23
26478 Player26478 39 Team965
26479 Player26479 91 Team998
26480 Player26480 75 Team990
26481 Player26481 14 Team235
26482 Player26482 93 Team232
26483 Player26483 64 Team21
26484 Player26484 90 Team644
26485 Player26485 67 Team19
26486 Player26486 42 Team499
26487 Player26487 22 Team957
26488 Player26488 37 Team578
26489 Player26489 18 Team402
26490 Player26490 66 Team846
26491 Player26491 29 Team347
26492 Player26492 70 Team746
26493 Player26493 50 Team952
26494 Player26494 44 Team911
26495 Player26495 92 Team434
26496 Player26496 24 Team900
26497 Player26497 75 Team40
26498 Player26498 50 Team430
26499 Player26499 51 Team174
26500 Player26500 38 Team105
26501 Player26501 2 Team610
26502 Player26502 35 Team343
26503 Player26503 35 Team425
26504 Player26504 1 Team433
26505 Player26505 5 Team403
26506 Player26506 6 Team84
26507 Player26507 28 Team850
26508 Player26508 59 Team293
26509 Player26509 73 Team680
26510 Player26510 82 Team481
26511 Player26511 18 Team753
26512 Player26512 26 Team86
26513 Player26513 54 Team574
26514 Player26514 46 Team774
26515 Player26515 21 Team484
26516 Player26516 64 Team333
26517 Player26517 67 Team381
26518 Player26518 77 Team800
26519 Player26519 1 Team701
26520 Player26520 81 Team376
26521 Player26521 33 Team720
26522 Player26522 74 Team576
26523 Player26523 85 Team962
26524 Player26524 78 Team11
26525 Player26525 64 Team559
26526 Player26526 67 Team442
26527 Player26527 54 Team108
26528 Player26528 21 Team141
26529 Player26529 57 Team797
26530 Player26530 16 Team695
26531 Player26531 21 Team353
26532 Player26532 65 Team295
26533 Player26533 70 Team19
26534 Player26534 95 Team764
26535 Player26535 8 Team930
26536 Player26536 1 Team784
26537 Player26537 83 Team731
26538 Player26538 65 Team337
26539 Player26539 97 Team461
26540 Player26540 59 Team340
26541 Player26541 51 Team309
26542 Player26542 36 Team51
26543 Player26543 85 Team868
26544 Player26544 22 Team992
26545 Player26545 44 Team198
26546 Player26546 14 Team722
26547 Player26547 1 Team699
26548 Player26548 8 Team672
26549 Player26549 68 Team739
26550 Player26550 36 Team923
26551 Player26551 39 Team470
26552 Player26552 60 Team441
26553 Player26553 86 Team339
26554 Player26554 94 Team335
26555 Player26555 61 Team874
26556 Player26556 5 Team895
26557 Player26557 16 Team482
26558 Player26558 47 Team123
26559 Player26559 92 Team383
26560 Player26560 12 Team512
26561 Player26561 14 Team399
26562 Player26562 17 Team870
26563 Player26563 2 Team124
26564 Player26564 31 Team479
26565 Player26565 61 Team663
26566 Player26566 70 Team454
26567 Player26567 73 Team363
26568 Player26568 27 Team539
26569 Player26569 19 Team815
26570 Player26570 2 Team404
26571 Player26571 66 Team640
26572 Player26572 89 Team165
26573 Player26573 81 Team463
26574 Player26574 84 Team731
26575 Player26575 55 Team918
26576 Player26576 46 Team213
26577 Player26577 19 Team321
26578 Player26578 23 Team948
26579 Player26579 64 Team675
26580 Player26580 45 Team445
26581 Player26581 98 Team206
26582 Player26582 89 Team557
26583 Player26583 89 Team631
26584 Player26584 42 Team140
26585 Player26585 2 Team265
26586 Player26586 44 Team325
26587 Player26587 3 Team185
26588 Player26588 61 Team813
26589 Player26589 22 Team466
26590 Player26590 46 Team970
26591 Player26591 49 Team258
26592 Player26592 52 Team246
26593 Player26593 56 Team485
26594 Player26594 55 Team20
26595 Player26595 26 Team384
26596 Player26596 35 Team170
26597 Player26597 78 Team384
26598 Player26598 9 Team223
26599 Player26599 60 Team284
26600 Player26600 21 Team487
26601 Player26601 9 Team624
26602 Player26602 6 Team213
26603 Player26603 55 Team380
26604 Player26604 38 Team376
26605 Player26605 57 Team541
26606 Player26606 60 Team961
26607 Player26607 44 Team98
26608 Player26608 31 Team404
26609 Player26609 67 Team9
26610 Player26610 53 Team173
26611 Player26611 20 Team731
26612 Player26612 53 Team893
26613 Player26613 41 Team277
26614 Player26614 62 Team701
26615 Player26615 55 Team241
26616 Player26616 48 Team458
26617 Player26617 54 Team428
26618 Player26618 89 Team129
26619 Player26619 6 Team81
26620 Player26620 11 Team797
26621 Player26621 52 Team334
26622 Player26622 73 Team848
26623 Player26623 12 Team117
26624 Player26624 51 Team654
26625 Player26625 45 Team79
26626 Player26626 84 Team288
26627 Player26627 78 Team180
26628 Player26628 28 Team263
26629 Player26629 79 Team101
26630 Player26630 7 Team798
26631 Player26631 43 Team173
26632 Player26632 79 Team341
26633 Player26633 4 Team45
26634 Player26634 20 Team4
26635 Player26635 34 Team824
26636 Player26636 43 Team197
26637 Player26637 22 Team327
26638 Player26638 52 Team798
26639 Player26639 17 Team445
26640 Player26640 58 Team69
26641 Player26641 25 Team477
26642 Player26642 33 Team268
26643 Player26643 27 Team875
26644 Player26644 57 Team567
26645 Player26645 26 Team368
26646 Player26646 23 Team43
26647 Player26647 86 Team202
26648 Player26648 45 Team530
26649 Player26649 67 Team907
26650 Player26650 45 Team948
26651 Player26651 15 Team897
26652 Player26652 68 Team32
26653 Player26653 24 Team830
26654 Player26654 88 Team3
26655 Player26655 22 Team193
26656 Player26656 65 Team200
26657 Player26657 92 Team821
26658 Player26658 8 Team506
26659 Player26659 91 Team944
26660 Player26660 11 Team734
26661 Player26661 67 Team654
26662 Player26662 13 Team291
26663 Player26663 49 Team895
26664 Player26664 46 Team126
26665 Player26665 3 Team46
26666 Player26666 35 Team169
26667 Player26667 23 Team500
26668 Player26668 92 Team469
26669 Player26669 67 Team989
26670 Player26670 93 Team680
26671 Player26671 87 Team921
26672 Player26672 59 Team400
26673 Player26673 78 Team557
26674 Player26674 41 Team953
26675 Player26675 91 Team195
26676 Player26676 32 Team635
26677 Player26677 32 Team439
26678 Player26678 97 Team351
26679 Player26679 87 Team36
26680 Player26680 54 Team571
26681 Player26681 15 Team95
26682 Player26682 79 Team597
26683 Player26683 28 Team817
26684 Player26684 94 Team781
26685 Player26685 5 Team547
26686 Player26686 2 Team69
26687 Player26687 68 Team869
26688 Player26688 98 Team965
26689 Player26689 60 Team735
26690 Player26690 82 Team818
26691 Player26691 48 Team188
26692 Player26692 34 Team247
26693 Player26693 98 Team732
26694 Player26694 24 Team895
26695 Player26695 57 Team625
26696 Player26696 15 Team785
26697 Player26697 54 Team748
26698 Player26698 92 Team717
26699 Player26699 94 Team248
26700 Player26700 25 Team183
26701 Player26701 36 Team312
26702 Player26702 69 Team434
26703 Player26703 20 Team797
26704 Player26704 17 Team366
26705 Player26705 64 Team466
26706 Player26706 6 Team100
26707 Player26707 74 Team931
26708 Player26708 4 Team953
26709 Player26709 89 Team907
26710 Player26710 57 Team778
26711 Player26711 9 Team878
26712 Player26712 45 Team488
26713 Player26713 21 Team302
26714 Player26714 7 Team44
26715 Player26715 89 Team178
26716 Player26716 5 Team228
26717 Player26717 12 Team691
26718 Player26718 71 Team293
26719 Player26719 91 Team377
26720 Player26720 12 Team180
26721 Player26721 60 Team462
26722 Player26722 8 Team288
26723 Player26723 82 Team113
26724 Player26724 98 Team546
26725 Player26725 77 Team638
26726 Player26726 87 Team953
26727 Player26727 93 Team227
26728 Player26728 31 Team111
26729 Player26729 57 Team886
26730 Player26730 81 Team575
26731 Player26731 70 Team133
26732 Player26732 28 Team179
26733 Player26733 23 Team694
26734 Player26734 13 Team961
26735 Player26735 30 Team265
26736 Player26736 60 Team158
26737 Player26737 67 Team267
26738 Player26738 6 Team430
26739 Player26739 82 Team940
26740 Player26740 48 Team458
26741 Player26741 80 Team731
26742 Player26742 26 Team859
26743 Player26743 53 Team16
26744 Player26744 35 Team726
26745 Player26745 58 Team226
26746 Player26746 94 Team105
26747 Player26747 96 Team163
26748 Player26748 60 Team637
26749 Player26749 14 Team624
26750 Player26750 12 Team540
26751 Player26751 80 Team333
26752 Player26752 9 Team925
26753 Player26753 52 Team25
26754 Player26754 40 Team829
26755 Player26755 78 Team998
26756 Player26756 54 Team760
26757 Player26757 61 Team828
26758 Player26758 2 Team961
26759 Player26759 34 Team645
26760 Player26760 88 Team46
26761 Player26761 62 Team580
26762 Player26762 46 Team216
26763 Player26763 20 Team994
26764 Player26764 40 Team681
26765 Player26765 69 Team921
26766 Player26766 11 Team623
26767 Player26767 83 Team901
26768 Player26768 75 Team512
26769 Player26769 28 Team176
26770 Player26770 70 Team814
26771 Player26771 74 Team925
26772 Player26772 90 Team469
26773 Player26773 32 Team95
26774 Player26774 72 Team746
26775 Player26775 74 Team123
26776 Player26776 95 Team423
26777 Player26777 53 Team874
26778 Player26778 59 Team748
26779 Player26779 93 Team108
26780 Player26780 75 Team192
26781 Player26781 28 Team322
26782 Player26782 77 Team825
26783 Player26783 75 Team506
26784 Player26784 48 Team896
26785 Player26785 50 Team296
26786 Player26786 82 Team736
26787 Player26787 69 Team275
26788 Player26788 2 Team168
26789 Player26789 53 Team838
26790 Player26790 14 Team495
26791 Player26791 9 Team976
26792 Player26792 32 Team384
26793 Player26793 66 Team566
26794 Player26794 76 Team798
26795 Player26795 65 Team127
26796 Player26796 49 Team298
26797 Player26797 68 Team161
26798 Player26798 98 Team554
26799 Player26799 91 Team130
26800 Player26800 90 Team620
26801 Player26801 29 Team25
26802 Player26802 78 Team972
26803 Player26803 59 Team278
26804 Player26804 7 Team154
26805 Player26805 29 Team960
26806 Player26806 23 Team976
26807 Player26807 71 Team949
26808 Player26808 45 Team330
26809 Player26809 79 Team711
26810 Player26810 65 Team22
26811 Player26811 77 Team197
26812 Player26812 13 Team694
26813 Player26813 21 Team607
26814 Player26814 82 Team12
26815 Player26815 64 Team743
26816 Player26816 36 Team173
26817 Player26817 15 Team836
26818 Player26818 88 Team921
26819 Player26819 37 Team456
26820 Player26820 92 Team362
26821 Player26821 10 Team892
26822 Player26822 20 Team516
26823 Player26823 92 Team699
26824 Player26824 54 Team300
26825 Player26825 19 Team197
26826 Player26826 14 Team331
26827 Player26827 75 Team909
26828 Player26828 92 Team253
26829 Player26829 62 Team428
26830 Player26830 59 Team116
26831 Player26831 22 Team759
26832 Player26832 89 Team219
26833 Player26833 8 Team263
26834 Player26834 58 Team776
26835 Player26835 93 Team472
26836 Player26836 22 Team369
26837 Player26837 97 Team204
26838 Player26838 47 Team931
26839 Player26839 98 Team400
26840 Player26840 52 Team47
26841 Player26841 59 Team512
26842 Player26842 30 Team662
26843 Player26843 94 Team534
26844 Player26844 85 Team254
26845 Player26845 14 Team225
26846 Player26846 84 Team349
26847 Player26847 88 Team812
26848 Player26848 28 Team757
26849 Player26849 56 Team747
26850 Player26850 60 Team217
26851 Player26851 17 Team974
26852 Player26852 27 Team391
26853 Player26853 36 Team295
26854 Player26854 68 Team366
26855 Player26855 14 Team142
26856 Player26856 2 Team122
26857 Player26857 20 Team975
26858 Player26858 47 Team206
26859 Player26859 72 Team98
26860 Player26860 60 Team154
26861 Player26861 45 Team428
26862 Player26862 31 Team213
26863 Player26863 87 Team980
26864 Player26864 3 Team964
26865 Player26865 52 Team489
26866 Player26866 88 Team715
26867 Player26867 88 Team594
26868 Player26868 13 Team51
26869 Player26869 19 Team861
26870 Player26870 70 Team685
26871 Player26871 57 Team764
26872 Player26872 38 Team558
26873 Player26873 68 Team972
26874 Player26874 20 Team484
26875 Player26875 40 Team536
26876 Player26876 57 Team976
26877 Player26877 71 Team767
26878 Player26878 94 Team468
26879 Player26879 38 Team561
26880 Player26880 33 Team191
26881 Player26881 37 Team55
26882 Player26882 55 Team999
26883 Player26883 89 Team876
26884 Player26884 55 Team614
26885 Player26885 86 Team734
26886 Player26886 57 Team543
26887 Player26887 48 Team785
26888 Player26888 68 Team259
26889 Player26889 18 Team254
26890 Player26890 22 Team200
26891 Player26891 27 Team72
26892 Player26892 89 Team457
26893 Player26893 58 Team640
26894 Player26894 95 Team667
26895 Player26895 54 Team834
26896 Player26896 13 Team895
26897 Player26897 97 Team383
26898 Player26898 97 Team124
26899 Player26899 99 Team116
26900 Player26900 3 Team751
26901 Player26901 25 Team42
26902 Player26902 62 Team853
26903 Player26903 99 Team175
26904 Player26904 70 Team768
26905 Player26905 30 Team638
26906 Player26906 50 Team921
26907 Player26907 59 Team306
26908 Player26908 40 Team973
26909 Player26909 13 Team209
26910 Player26910 71 Team618
26911 Player26911 50 Team759
26912 Player26912 8 Team939
26913 Player26913 68 Team936
26914 Player26914 74 Team99
26915 Player26915 91 Team826
26916 Player26916 77 Team543
26917 Player26917 67 Team513
26918 Player26918 34 Team855
26919 Player26919 25 Team189
26920 Player26920 96 Team270
26921 Player26921 12 Team770
26922 Player26922 26 Team703
26923 Player26923 60 Team590
26924 Player26924 66 Team539
26925 Player26925 93 Team769
26926 Player26926 88 Team152
26927 Player26927 35 Team512
26928 Player26928 52 Team132
26929 Player26929 32 Team545
26930 Player26930 65 Team259
26931 Player26931 38 Team430
26932 Player26932 69 Team941
26933 Player26933 94 Team244
26934 Player26934 46 Team740
26935 Player26935 29 Team691
26936 Player26936 68 Team892
26937 Player26937 18 Team667
26938 Player26938 88 Team91
26939 Player26939 49 Team261
26940 Player26940 97 Team811
26941 Player26941 5 Team143
26942 Player26942 28 Team662
26943 Player26943 16 Team252
26944 Player26944 56 Team618
26945 Player26945 14 Team876
26946 Player26946 71 Team429
26947 Player26947 6 Team872
26948 Player26948 44 Team306
26949 Player26949 33 Team857
26950 Player26950 95 Team28
26951 Player26951 19 Team65
26952 Player26952 82 Team99
26953 Player26953 50 Team641
26954 Player26954 3 Team957
26955 Player26955 43 Team565
26956 Player26956 32 Team854
26957 Player26957 95 Team61
26958 Player26958 95 Team259
26959 Player26959 96 Team821
26960 Player26960 2 Team716
26961 Player26961 89 Team192
26962 Player26962 19 Team224
26963 Player26963 60 Team240
26964 Player26964 38 Team406
26965 Player26965 57 Team345
26966 Player26966 95 Team496
26967 Player26967 95 Team679
26968 Player26968 3 Team530
26969 Player26969 56 Team605
26970 Player26970 50 Team660
26971 Player26971 55 Team503
26972 Player26972 42 Team140
26973 Player26973 66 Team546
26974 Player26974 21 Team616
26975 Player26975 77 Team43
26976 Player26976 39 Team155
26977 Player26977 80 Team285
26978 Player26978 52 Team517
26979 Player26979 64 Team911
26980 Player26980 57 Team416
26981 Player26981 89 Team301
26982 Player26982 88 Team176
26983 Player26983 59 Team45
26984 Player26984 70 Team770
26985 Player26985 33 Team837
26986 Player26986 41 Team353
26987 Player26987 95 Team988
26988 Player26988 72 Team781
26989 Player26989 58 Team454
26990 Player26990 52 Team661
26991 Player26991 53 Team956
26992 Player26992 93 Team302
26993 Player26993 58 Team619
26994 Player26994 39 Team740
26995 Player26995 75 Team403
26996 Player26996 84 Team384
26997 Player26997 95 Team611
26998 Player26998 32 Team891
26999 Player26999 3 Team427
27000 Player27000 92 Team971
27001 Player27001 20 Team915
27002 Player27002 2 Team979
27003 Player27003 73 Team450
27004 Player27004 38 Team759
27005 Player27005 63 Team9
27006 Player27006 61 Team345
27007 Player27007 19 Team513
27008 Player27008 61 Team166
27009 Player27009 34 Team186
27010 Player27010 67 Team812
27011 Player27011 50 Team757
27012 Player27012 67 Team767
27013 Player27013 91 Team533
27014 Player27014 12 Team490
27015 Player27015 21 Team305
27016 Player27016 52 Team228
27017 Player27017 8 Team13
27018 Player27018 83 Team435
27019 Player27019 90 Team3
27020 Player27020 27 Team5
27021 Player27021 21 Team731
27022 Player27022 41 Team644
27023 Player27023 67 Team954
27024 Player27024 11 Team394
27025 Player27025 74 Team810
27026 Player27026 52 Team678
27027 Player27027 41 Team158
27028 Player27028 32 Team661
27029 Player27029 39 Team921
27030 Player27030 29 Team844
27031 Player27031 3 Team608
27032 Player27032 6 Team277
27033 Player27033 32 Team373
27034 Player27034 59 Team481
27035 Player27035 49 Team205
27036 Player27036 97 Team85
27037 Player27037 16 Team508
27038 Player27038 9 Team96
27039 Player27039 85 Team663
27040 Player27040 79 Team579
27041 Player27041 85 Team451
27042 Player27042 24 Team841
27043 Player27043 98 Team77
27044 Player27044 73 Team337
27045 Player27045 45 Team161
27046 Player27046 13 Team82
27047 Player27047 34 Team710
27048 Player27048 76 Team31
27049 Player27049 75 Team601
27050 Player27050 22 Team828
27051 Player27051 47 Team370
27052 Player27052 81 Team672
27053 Player27053 79 Team292
27054 Player27054 1 Team186
27055 Player27055 56 Team9
27056 Player27056 82 Team416
27057 Player27057 25 Team597
27058 Player27058 38 Team526
27059 Player27059 67 Team361
27060 Player27060 58 Team940
27061 Player27061 66 Team4
27062 Player27062 8 Team892
27063 Player27063 96 Team973
27064 Player27064 63 Team738
27065 Player27065 67 Team907
27066 Player27066 89 Team749
27067 Player27067 78 Team720
27068 Player27068 84 Team381
27069 Player27069 90 Team636
27070 Player27070 74 Team500
27071 Player27071 63 Team574
27072 Player27072 2 Team242
27073 Player27073 93 Team872
27074 Player27074 72 Team284
27075 Player27075 91 Team148
27076 Player27076 27 Team22
27077 Player27077 5 Team569
27078 Player27078 87 Team913
27079 Player27079 72 Team203
27080 Player27080 35 Team357
27081 Player27081 84 Team258
27082 Player27082 97 Team539
27083 Player27083 37 Team465
27084 Player27084 77 Team468
27085 Player27085 75 Team922
27086 Player27086 14 Team342
27087 Player27087 83 Team928
27088 Player27088 92 Team105
27089 Player27089 45 Team197
27090 Player27090 26 Team388
27091 Player27091 11 Team485
27092 Player27092 88 Team542
27093 Player27093 10 Team274
27094 Player27094 41 Team418
27095 Player27095 38 Team426
27096 Player27096 34 Team185
27097 Player27097 50 Team62
27098 Player27098 8 Team750
27099 Player27099 10 Team28
27100 Player27100 11 Team831
27101 Player27101 5 Team367
27102 Player27102 18 Team808
27103 Player27103 92 Team549
27104 Player27104 82 Team388
27105 Player27105 73 Team322
27106 Player27106 18 Team670
27107 Player27107 62 Team404
27108 Player27108 28 Team100
27109 Player27109 77 Team366
27110 Player27110 84 Team94
27111 Player27111 66 Team880
27112 Player27112 71 Team998
27113 Player27113 33 Team719
27114 Player27114 99 Team728
27115 Player27115 80 Team49
27116 Player27116 2 Team771
27117 Player27117 1 Team20
27118 Player27118 14 Team17
27119 Player27119 64 Team903
27120 Player27120 72 Team884
27121 Player27121 22 Team905
27122 Player27122 93 Team985
27123 Player27123 81 Team384
27124 Player27124 99 Team169
27125 Player27125 49 Team461
27126 Player27126 51 Team958
27127 Player27127 28 Team255
27128 Player27128 36 Team139
27129 Player27129 51 Team765
27130 Player27130 79 Team303
27131 Player27131 34 Team616
27132 Player27132 41 Team235
27133 Player27133 28 Team295
27134 Player27134 48 Team881
27135 Player27135 65 Team669
27136 Player27136 31 Team560
27137 Player27137 83 Team592
27138 Player27138 15 Team446
27139 Player27139 96 Team123
27140 Player27140 29 Team933
27141 Player27141 16 Team239
27142 Player27142 2 Team49
27143 Player27143 89 Team454
27144 Player27144 82 Team896
27145 Player27145 70 Team568
27146 Player27146 70 Team635
27147 Player27147 49 Team33
27148 Player27148 90 Team805
27149 Player27149 98 Team906
27150 Player27150 89 Team801
27151 Player27151 61 Team974
27152 Player27152 4 Team25
27153 Player27153 93 Team705
27154 Player27154 70 Team956
27155 Player27155 36 Team532
27156 Player27156 15 Team143
27157 Player27157 13 Team212
27158 Player27158 12 Team432
27159 Player27159 18 Team596
27160 Player27160 40 Team198
27161 Player27161 99 Team328
27162 Player27162 23 Team605
27163 Player27163 2 Team52
27164 Player27164 86 Team473
27165 Player27165 75 Team395
27166 Player27166 27 Team737
27167 Player27167 18 Team932
27168 Player27168 4 Team758
27169 Player27169 37 Team322
27170 Player27170 66 Team908
27171 Player27171 25 Team740
27172 Player27172 29 Team264
27173 Player27173 26 Team724
27174 Player27174 85 Team426
27175 Player27175 73 Team19
27176 Player27176 10 Team613
27177 Player27177 96 Team309
27178 Player27178 3 Team421
27179 Player27179 63 Team409
27180 Player27180 34 Team408
27181 Player27181 64 Team444
27182 Player27182 72 Team136
27183 Player27183 92 Team334
27184 Player27184 19 Team416
27185 Player27185 45 Team661
27186 Player27186 34 Team253
27187 Player27187 83 Team553
27188 Player27188 11 Team399
27189 Player27189 84 Team256
27190 Player27190 44 Team608
27191 Player27191 13 Team506
27192 Player27192 65 Team348
27193 Player27193 65 Team911
27194 Player27194 3 Team242
27195 Player27195 5 Team520
27196 Player27196 12 Team114
27197 Player27197 17 Team28
27198 Player27198 61 Team239
27199 Player27199 42 Team724
27200 Player27200 7 Team295
27201 Player27201 95 Team769
27202 Player27202 26 Team200
27203 Player27203 32 Team764
27204 Player27204 76 Team757
27205 Player27205 64 Team46
27206 Player27206 34 Team650
27207 Player27207 91 Team289
27208 Player27208 50 Team556
27209 Player27209 59 Team63
27210 Player27210 36 Team325
27211 Player27211 94 Team553
27212 Player27212 70 Team806
27213 Player27213 36 Team955
27214 Player27214 49 Team309
27215 Player27215 19 Team558
27216 Player27216 98 Team330
27217 Player27217 13 Team758
27218 Player27218 15 Team748
27219 Player27219 83 Team149
27220 Player27220 13 Team258
27221 Player27221 91 Team471
27222 Player27222 21 Team407
27223 Player27223 62 Team352
27224 Player27224 81 Team725
27225 Player27225 75 Team827
27226 Player27226 36 Team413
27227 Player27227 93 Team357
27228 Player27228 29 Team805
27229 Player27229 69 Team401
27230 Player27230 15 Team635
27231 Player27231 75 Team276
27232 Player27232 96 Team634
27233 Player27233 68 Team572
27234 Player27234 97 Team386
27235 Player27235 51 Team165
27236 Player27236 77 Team157
27237 Player27237 35 Team508
27238 Player27238 94 Team831
27239 Player27239 73 Team359
27240 Player27240 46 Team286
27241 Player27241 59 Team564
27242 Player27242 61 Team275
27243 Player27243 63 Team994
27244 Player27244 85 Team606
27245 Player27245 11 Team837
27246 Player27246 56 Team529
27247 Player27247 58 Team302
27248 Player27248 75 Team422
27249 Player27249 83 Team290
27250 Player27250 89 Team930
27251 Player27251 43 Team714
27252 Player27252 97 Team654
27253 Player27253 15 Team891
27254 Player27254 64 Team596
27255 Player27255 68 Team190
27256 Player27256 7 Team311
27257 Player27257 2 Team235
27258 Player27258 89 Team702
27259 Player27259 60 Team745
27260 Player27260 3 Team346
27261 Player27261 2 Team105
27262 Player27262 94 Team558
27263 Player27263 11 Team973
27264 Player27264 81 Team623
27265 Player27265 21 Team522
27266 Player27266 34 Team147
27267 Player27267 65 Team685
27268 Player27268 76 Team591
27269 Player27269 94 Team30
27270 Player27270 64 Team699
27271 Player27271 93 Team174
27272 Player27272 93 Team745
27273 Player27273 43 Team166
27274 Player27274 20 Team511
27275 Player27275 40 Team107
27276 Player27276 20 Team801
27277 Player27277 29 Team109
27278 Player27278 75 Team82
27279 Player27279 73 Team375
27280 Player27280 32 Team732
27281 Player27281 93 Team244
27282 Player27282 89 Team902
